CustomerID,InvoiceDate,Quantity,Price,InvoiceNo,StockCode,Description,monetary_value
10002,2021-08-27,3,85.37,INV-76234,SKU-1437,Product 60,256.11
10002,2021-09-23,6,55.38,INV-21908,SKU-7216,Product 28,332.28000000000003
10002,2021-10-16,4,65.19,INV-78624,SKU-9091,Product 89,260.76
10002,2021-12-26,2,106.96,INV-44836,SKU-9583,Product 7,213.92
10002,2022-04-04,5,39.93,INV-58394,SKU-9275,Product 26,199.65
10002,2022-05-04,6,54.84,INV-95473,SKU-1220,Product 19,329.04
10002,2022-06-11,6,75.38,INV-62587,SKU-5710,Product 50,452.28
10002,2022-09-10,3,61.43,INV-23806,SKU-5257,Product 9,184.29
10002,2022-12-04,4,66.17,INV-93302,SKU-6629,Product 89,264.68
10003,2022-05-22,4,24.91,INV-45983,SKU-6981,Product 72,99.64
10004,2021-01-10,4,31.85,INV-97287,SKU-7261,Product 9,127.4
10004,2021-01-13,5,75.83,INV-89656,SKU-2650,Product 5,379.15
10004,2021-01-21,2,75.92,INV-36627,SKU-7146,Product 34,151.84
10004,2021-03-09,7,82.88,INV-58750,SKU-3224,Product 1,580.16
10004,2021-04-26,4,33.23,INV-42602,SKU-4862,Product 32,132.92
10004,2021-07-07,3,85.66,INV-24352,SKU-7842,Product 86,256.98
10004,2022-01-14,3,59.78,INV-97227,SKU-9520,Product 32,179.34
10004,2022-03-10,3,54.45,INV-42398,SKU-2471,Product 92,163.35000000000002
10004,2022-07-12,3,54.72,INV-56612,SKU-1014,Product 35,164.16
10004,2022-10-05,2,45.26,INV-10941,SKU-9231,Product 59,90.52
10005,2021-01-25,7,42.38,INV-76251,SKU-2643,Product 26,296.66
10005,2021-04-02,3,36.46,INV-93911,SKU-3928,Product 55,109.38
10005,2021-04-15,2,71.26,INV-86993,SKU-2753,Product 63,142.52
10005,2021-07-09,4,90.32,INV-17993,SKU-6224,Product 79,361.28
10005,2021-07-21,3,67.94,INV-23217,SKU-5507,Product 37,203.82
10005,2021-10-04,3,88.8,INV-15972,SKU-8903,Product 52,266.4
10005,2021-10-10,6,94.88,INV-45890,SKU-8976,Product 86,569.28
10005,2021-11-12,5,89.23,INV-72877,SKU-2627,Product 28,446.15000000000003
10005,2021-12-19,2,67.67,INV-98196,SKU-5290,Product 59,135.34
10005,2022-01-10,4,42.14,INV-45989,SKU-5374,Product 59,168.56
10005,2022-02-23,6,69.02,INV-99667,SKU-4066,Product 12,414.12
10005,2022-03-27,2,49.22,INV-33933,SKU-6613,Product 80,98.44
10005,2022-05-08,6,74.01,INV-99504,SKU-8098,Product 15,444.06000000000006
10005,2022-10-10,3,54.69,INV-11085,SKU-7195,Product 47,164.07
10006,2021-01-19,13,55.89,INV-94733,SKU-1805,Product 22,726.57
10006,2021-03-14,13,229.75,INV-34448,SKU-4616,Product 30,2986.75
10006,2021-03-20,3,110.34,INV-83101,SKU-5659,Product 74,331.02
10006,2021-04-18,11,118.16,INV-88412,SKU-2671,Product 21,1299.76
10006,2021-05-04,6,195.62,INV-32105,SKU-9012,Product 85,1173.72
10006,2021-08-20,9,137.11,INV-72718,SKU-9948,Product 70,1233.9900000000002
10006,2021-08-25,11,167.41,INV-17644,SKU-2815,Product 33,1841.51
10006,2021-09-01,13,161.24,INV-72363,SKU-6938,Product 64,2096.12
10006,2021-09-01,3,151.26,INV-42973,SKU-4315,Product 78,453.78
10006,2021-09-26,8,200.5,INV-67540,SKU-1348,Product 66,1604.0
10006,2021-11-23,7,180.17,INV-54328,SKU-5542,Product 96,1261.1899999999998
10006,2021-12-07,6,171.94,INV-78112,SKU-5184,Product 68,1031.6399999999999
10006,2021-12-09,4,151.49,INV-28562,SKU-8610,Product 70,605.96
10006,2021-12-14,9,165.22,INV-51922,SKU-2243,Product 78,1486.98
10006,2022-02-10,10,153.65,INV-80596,SKU-2750,Product 93,1536.5
10006,2022-02-24,3,70.11,INV-95141,SKU-9343,Product 26,210.32999999999998
10006,2022-05-24,8,189.97,INV-94092,SKU-2335,Product 84,1519.76
10006,2022-06-25,12,146.5,INV-43260,SKU-7822,Product 84,1758.0
10006,2022-07-01,5,128.56,INV-48577,SKU-6613,Product 10,642.8
10006,2022-08-08,13,144.27,INV-73109,SKU-5459,Product 62,1875.5100000000002
10006,2022-08-19,14,60.5,INV-58849,SKU-1421,Product 37,847.0
10006,2022-08-19,5,178.91,INV-49883,SKU-1259,Product 9,894.55
10006,2022-08-26,14,197.61,INV-41819,SKU-1501,Product 85,2766.54
10006,2022-09-05,10,157.87,INV-64730,SKU-6264,Product 54,1578.7
10006,2022-09-27,12,135.1,INV-33950,SKU-7277,Product 92,1621.1999999999998
10006,2022-09-30,14,186.87,INV-98148,SKU-6827,Product 60,2616.1800000000003
10006,2022-11-01,4,138.94,INV-33107,SKU-9205,Product 98,555.76
10006,2022-11-24,6,175.72,INV-98913,SKU-8518,Product 6,1054.32
10006,2022-12-28,12,99.21,INV-61857,SKU-6765,Product 42,1190.52
10007,2021-02-08,9,156.93,INV-49232,SKU-1671,Product 97,1412.3700000000001
10007,2021-03-01,13,79.55,INV-12894,SKU-8648,Product 1,1034.1499999999999
10007,2021-04-13,11,185.68,INV-44184,SKU-2794,Product 33,2042.48
10007,2021-05-09,10,223.95,INV-97010,SKU-3150,Product 88,2239.5
10007,2021-05-31,13,124.63,INV-15914,SKU-2780,Product 45,1620.19
10007,2021-07-21,6,177.65,INV-48090,SKU-8718,Product 95,1065.9
10007,2021-07-26,3,177.57,INV-35433,SKU-6305,Product 28,532.71
10007,2021-08-04,13,106.42,INV-32310,SKU-3668,Product 96,1383.46
10007,2022-04-07,12,157.14,INV-21333,SKU-1207,Product 91,1885.6799999999998
10007,2022-05-11,8,157.16,INV-91678,SKU-5296,Product 55,1257.28
10007,2022-06-13,5,134.89,INV-61419,SKU-9935,Product 49,674.4499999999999
10007,2022-07-07,9,70.51,INV-15696,SKU-1742,Product 25,634.59
10007,2022-07-10,9,148.51,INV-29157,SKU-3262,Product 30,1336.59
10007,2022-08-05,8,162.77,INV-20957,SKU-4938,Product 80,1302.16
10007,2022-08-28,9,191.0,INV-99968,SKU-2209,Product 42,1719.0
10007,2022-11-18,4,97.89,INV-51073,SKU-7161,Product 58,391.56
10007,2022-12-01,5,106.14,INV-45837,SKU-9485,Product 92,530.7
10007,2022-12-19,10,173.98,INV-28288,SKU-2436,Product 40,1739.8
10008,2022-01-02,4,29.5,INV-58447,SKU-1605,Product 19,118.0
10008,2022-08-03,4,32.67,INV-73268,SKU-3857,Product 18,130.68
10009,2021-06-11,3,43.91,INV-91371,SKU-3873,Product 19,131.73
10009,2021-08-31,5,64.89,INV-13719,SKU-7094,Product 8,324.45
10009,2022-09-08,4,71.65,INV-85675,SKU-1702,Product 81,286.6
10009,2022-09-08,6,109.5,INV-16462,SKU-2658,Product 41,657.0
10009,2022-11-08,3,56.81,INV-92340,SKU-3835,Product 12,170.43
10009,2022-12-29,3,66.84,INV-96586,SKU-8208,Product 61,200.52
10010,2022-03-18,4,16.86,INV-56993,SKU-7381,Product 46,67.44
10010,2022-12-18,1,31.71,INV-65615,SKU-3316,Product 68,31.71
10011,2021-04-08,3,103.65,INV-15033,SKU-8788,Product 74,310.95000000000005
10011,2021-10-14,3,80.97,INV-76287,SKU-8545,Product 97,242.91
10011,2021-12-29,3,60.01,INV-16737,SKU-3540,Product 87,180.03
10011,2022-02-03,7,48.5,INV-39590,SKU-3365,Product 1,339.5
10011,2022-08-22,4,114.06,INV-20281,SKU-2738,Product 94,456.24
10011,2022-10-24,6,70.6,INV-28274,SKU-9203,Product 52,423.59999999999997
10011,2022-11-13,6,27.91,INV-43264,SKU-1542,Product 20,167.46
10012,2021-03-19,1,24.07,INV-57455,SKU-2406,Product 83,24.07
10012,2021-05-10,2,54.57,INV-14747,SKU-6736,Product 78,109.14
10012,2021-08-02,1,26.82,INV-52120,SKU-1833,Product 79,26.82
10013,2021-01-01,5,28.58,INV-52759,SKU-2461,Product 66,142.89999999999998
10013,2021-01-05,6,36.76,INV-63634,SKU-6126,Product 88,220.56
10013,2021-07-25,4,110.77,INV-14037,SKU-7854,Product 6,443.08
10013,2021-12-02,6,66.72,INV-47850,SKU-7860,Product 38,400.32
10013,2022-03-19,2,83.67,INV-13196,SKU-9532,Product 51,167.34
10013,2022-04-08,6,61.6,INV-16600,SKU-5814,Product 85,369.6
10013,2022-05-20,4,66.41,INV-15213,SKU-8990,Product 84,265.64
10013,2022-07-14,3,61.16,INV-86639,SKU-9944,Product 50,183.48
10013,2022-09-06,3,54.07,INV-48176,SKU-2948,Product 21,162.21
10013,2022-10-09,4,62.94,INV-89215,SKU-5113,Product 77,251.76
10013,2022-10-16,3,82.07,INV-58741,SKU-8981,Product 49,246.20999999999998
10013,2022-12-02,4,63.35,INV-58882,SKU-9312,Product 63,253.4
10014,2021-03-06,6,47.19,INV-87061,SKU-7034,Product 80,283.14
10014,2021-04-08,5,61.78,INV-75243,SKU-6784,Product 36,308.9
10014,2021-08-08,4,37.39,INV-99443,SKU-1363,Product 55,149.56
10014,2021-10-20,2,67.79,INV-22715,SKU-6630,Product 31,135.58
10014,2022-01-12,6,81.05,INV-80643,SKU-5783,Product 80,486.29999999999995
10014,2022-01-19,6,78.08,INV-35656,SKU-5270,Product 86,468.48
10014,2022-03-08,3,37.91,INV-13255,SKU-6790,Product 66,113.72999999999999
10014,2022-07-05,7,41.37,INV-31327,SKU-9916,Product 27,289.59
10014,2022-07-09,5,70.8,INV-78346,SKU-4415,Product 65,354.0
10014,2022-10-13,7,109.01,INV-30128,SKU-7221,Product 38,763.07
10015,2021-01-07,6,64.39,INV-38090,SKU-9540,Product 73,386.34000000000003
10015,2021-02-04,12,57.57,INV-86022,SKU-9632,Product 45,690.84
10015,2021-02-25,14,55.04,INV-77876,SKU-8573,Product 7,770.56
10015,2021-04-16,14,92.18,INV-15534,SKU-4306,Product 87,1290.52
10015,2021-05-02,12,123.83,INV-41994,SKU-5058,Product 84,1485.96
10015,2021-07-06,14,179.66,INV-12124,SKU-4254,Product 36,2515.24
10015,2021-07-18,11,95.99,INV-96217,SKU-9825,Product 96,1055.8899999999999
10015,2021-07-22,13,60.07,INV-35792,SKU-6493,Product 65,780.91
10015,2021-08-14,13,76.9,INV-23739,SKU-8057,Product 30,999.7
10015,2021-08-19,4,162.57,INV-38111,SKU-5284,Product 22,650.28
10015,2021-08-24,11,92.74,INV-55652,SKU-6973,Product 3,1020.14
10015,2021-08-25,3,97.99,INV-35090,SKU-2591,Product 18,293.96999999999997
10015,2021-09-10,8,104.41,INV-26802,SKU-8906,Product 84,835.28
10015,2021-09-26,11,149.51,INV-31494,SKU-8401,Product 13,1644.61
10015,2021-10-12,8,60.02,INV-73965,SKU-8345,Product 73,480.16
10015,2021-11-05,11,144.08,INV-38570,SKU-7075,Product 83,1584.88
10015,2021-12-30,5,80.28,INV-76330,SKU-7786,Product 47,401.4
10015,2022-01-09,7,173.28,INV-35497,SKU-5062,Product 95,1212.96
10015,2022-02-22,5,144.46,INV-52220,SKU-2558,Product 16,722.3000000000001
10015,2022-03-24,4,144.88,INV-19496,SKU-7947,Product 71,579.52
10015,2022-03-26,11,190.75,INV-71273,SKU-3886,Product 32,2098.25
10015,2022-04-21,11,169.58,INV-30874,SKU-9378,Product 62,1865.38
10015,2022-06-04,7,150.25,INV-54245,SKU-8894,Product 68,1051.75
10015,2022-06-16,9,119.07,INV-75820,SKU-7543,Product 67,1071.6299999999999
10015,2022-06-26,3,143.76,INV-38359,SKU-3372,Product 23,431.28
10015,2022-07-04,3,139.74,INV-40133,SKU-8382,Product 45,419.22
10015,2022-08-26,10,108.15,INV-50698,SKU-5826,Product 17,1081.5
10015,2022-09-08,3,142.73,INV-70252,SKU-1552,Product 36,428.18999999999994
10015,2022-10-07,3,60.59,INV-33442,SKU-8316,Product 58,181.77
10015,2022-10-10,11,139.2,INV-99365,SKU-5352,Product 48,1531.1999999999998
10015,2022-10-17,11,135.07,INV-34475,SKU-5451,Product 23,1485.77
10015,2022-10-24,10,163.65,INV-16050,SKU-5650,Product 41,1636.5
10015,2022-11-03,7,84.12,INV-45110,SKU-9091,Product 34,588.84
10015,2022-12-12,9,174.56,INV-34232,SKU-8431,Product 96,1571.04
10016,2021-01-22,3,40.77,INV-76176,SKU-1858,Product 20,122.31
10016,2022-03-19,2,40.08,INV-31021,SKU-1612,Product 67,80.16
10016,2022-03-25,2,74.07,INV-97852,SKU-3781,Product 15,148.14
10016,2022-06-09,6,52.56,INV-50305,SKU-9582,Product 63,315.36
10016,2022-09-23,5,59.28,INV-63084,SKU-7204,Product 54,296.4
10016,2022-12-09,6,80.08,INV-16829,SKU-9537,Product 95,480.48
10017,2021-01-29,3,36.32,INV-52667,SKU-3272,Product 53,108.96000000000001
10017,2021-03-01,4,36.72,INV-63117,SKU-4208,Product 34,146.88
10017,2021-03-16,4,22.58,INV-81734,SKU-7031,Product 93,90.32
10017,2021-09-14,2,28.42,INV-22021,SKU-5114,Product 12,56.84
10017,2022-03-04,3,19.38,INV-35089,SKU-6040,Product 73,58.14
10017,2022-11-14,1,42.16,INV-26365,SKU-7010,Product 53,42.16
10017,2022-11-16,2,24.52,INV-72465,SKU-1256,Product 95,49.04
10018,2021-07-20,2,36.13,INV-84536,SKU-3878,Product 22,72.26
10018,2021-09-13,4,9.79,INV-37467,SKU-4135,Product 29,39.16
10018,2022-10-15,2,22.73,INV-13140,SKU-1881,Product 27,45.46
10019,2021-04-24,3,12.75,INV-27637,SKU-4209,Product 94,38.25
10019,2022-02-18,4,25.94,INV-65808,SKU-5905,Product 52,103.76
10019,2022-03-10,3,20.62,INV-90174,SKU-6284,Product 98,61.86
10019,2022-06-21,1,41.84,INV-64962,SKU-4655,Product 82,41.84
10019,2022-09-23,2,36.69,INV-12363,SKU-8354,Product 69,73.38
10019,2022-10-17,4,20.07,INV-85947,SKU-1370,Product 69,80.28
10020,2021-01-29,13,159.16,INV-22985,SKU-4761,Product 38,2069.08
10020,2021-02-04,13,143.96,INV-68204,SKU-2552,Product 51,1871.48
10020,2021-02-09,10,162.81,INV-46492,SKU-8555,Product 52,1628.1
10020,2021-03-23,11,226.16,INV-86594,SKU-9888,Product 73,2487.7599999999998
10020,2021-06-09,11,181.76,INV-46426,SKU-7922,Product 63,1999.36
10020,2021-06-22,3,123.87,INV-14987,SKU-5075,Product 37,371.61
10020,2021-08-08,13,164.25,INV-12656,SKU-2250,Product 21,2135.25
10020,2021-08-19,9,174.88,INV-53261,SKU-8546,Product 71,1573.92
10020,2021-11-26,14,166.45,INV-95180,SKU-5367,Product 20,2330.2999999999997
10020,2022-01-22,3,160.88,INV-24620,SKU-9583,Product 98,482.64
10020,2022-01-22,4,146.32,INV-56515,SKU-1902,Product 61,585.28
10020,2022-02-03,10,109.09,INV-37320,SKU-1187,Product 55,1090.9
10020,2022-03-25,3,202.65,INV-81107,SKU-8074,Product 71,607.95
10020,2022-04-27,10,66.54,INV-11662,SKU-8589,Product 27,665.4000000000001
10020,2022-05-04,9,188.79,INV-23095,SKU-6221,Product 11,1699.11
10020,2022-05-31,8,57.8,INV-69115,SKU-2685,Product 30,462.4
10020,2022-06-12,11,104.14,INV-43268,SKU-2015,Product 30,1145.54
10020,2022-07-09,6,111.09,INV-43625,SKU-9729,Product 61,666.54
10020,2022-07-17,9,54.36,INV-54839,SKU-9722,Product 47,489.24
10020,2022-08-02,4,121.43,INV-83181,SKU-5777,Product 48,485.72
10020,2022-08-03,6,94.02,INV-33059,SKU-7504,Product 62,564.12
10020,2022-09-25,11,136.16,INV-33419,SKU-3789,Product 14,1497.76
10020,2022-10-13,6,99.74,INV-40429,SKU-6991,Product 48,598.4399999999999
10020,2022-12-01,9,148.39,INV-38207,SKU-1473,Product 59,1335.5099999999998
10021,2021-01-05,5,133.86,INV-83285,SKU-5887,Product 67,669.3000000000001
10021,2021-01-13,13,100.74,INV-13293,SKU-4329,Product 73,1309.62
10021,2021-02-28,12,51.51,INV-69473,SKU-6560,Product 49,618.12
10021,2021-03-10,7,90.92,INV-55955,SKU-7431,Product 53,636.44
10021,2021-05-17,6,100.54,INV-81232,SKU-2466,Product 52,603.24
10021,2021-06-15,14,106.53,INV-37117,SKU-6355,Product 28,1491.42
10021,2021-06-25,12,73.5,INV-16800,SKU-1109,Product 84,882.0
10021,2021-06-26,12,60.76,INV-65565,SKU-8614,Product 94,729.12
10021,2021-07-03,9,192.36,INV-19759,SKU-7412,Product 30,1731.2400000000002
10021,2021-07-14,5,199.79,INV-93883,SKU-5594,Product 18,998.9499999999999
10021,2021-07-15,6,116.42,INV-91242,SKU-4674,Product 24,698.52
10021,2021-08-18,8,188.03,INV-76777,SKU-2742,Product 78,1504.24
10021,2021-08-22,5,71.02,INV-75074,SKU-1293,Product 1,355.09999999999997
10021,2021-09-01,4,169.41,INV-23497,SKU-1733,Product 53,677.64
10021,2021-11-10,11,46.03,INV-47458,SKU-3794,Product 42,506.33000000000004
10021,2021-12-04,12,80.93,INV-20781,SKU-3272,Product 70,971.1600000000001
10021,2021-12-30,11,94.13,INV-97902,SKU-6798,Product 28,1035.4299999999998
10021,2022-01-02,9,159.84,INV-77087,SKU-7852,Product 42,1438.56
10021,2022-03-01,10,158.37,INV-27857,SKU-4338,Product 88,1583.7
10021,2022-03-03,7,132.21,INV-23998,SKU-3944,Product 68,925.47
10021,2022-03-04,12,86.27,INV-80899,SKU-2117,Product 40,1035.24
10021,2022-03-25,6,148.51,INV-30005,SKU-2138,Product 57,891.06
10021,2022-03-29,14,137.44,INV-30828,SKU-1787,Product 10,1924.1599999999999
10021,2022-04-02,7,78.61,INV-11403,SKU-8819,Product 56,550.27
10021,2022-04-27,6,89.39,INV-16457,SKU-7749,Product 41,536.34
10021,2022-04-30,5,63.46,INV-13984,SKU-6665,Product 30,317.3
10021,2022-06-01,3,152.21,INV-71503,SKU-2613,Product 88,456.63
10021,2022-06-10,13,70.61,INV-52129,SKU-6357,Product 40,917.93
10021,2022-07-12,13,144.65,INV-38251,SKU-5532,Product 61,1880.45
10021,2022-07-14,13,65.49,INV-54895,SKU-9648,Product 99,851.3699999999999
10021,2022-08-09,6,150.75,INV-96034,SKU-4773,Product 64,904.5
10021,2022-08-09,7,162.95,INV-88183,SKU-2966,Product 87,1140.6499999999999
10021,2022-09-22,10,103.01,INV-39622,SKU-1483,Product 6,1030.1000000000001
10021,2022-11-20,13,176.09,INV-82399,SKU-2948,Product 38,2289.17
10022,2021-02-09,7,66.86,INV-35563,SKU-7881,Product 53,468.02
10022,2021-03-20,10,156.27,INV-60521,SKU-9477,Product 51,1562.7
10022,2021-04-16,3,88.44,INV-58996,SKU-2225,Product 78,265.32
10022,2021-04-29,6,82.05,INV-55015,SKU-6057,Product 27,492.29999999999995
10022,2021-09-04,8,167.61,INV-20937,SKU-9934,Product 73,1340.88
10022,2021-10-28,13,163.07,INV-66467,SKU-8733,Product 55,2119.91
10022,2021-12-26,5,54.02,INV-82248,SKU-5688,Product 46,270.1
10022,2022-01-15,4,179.45,INV-19218,SKU-6404,Product 22,717.8
10022,2022-05-24,14,137.04,INV-59616,SKU-5323,Product 26,1918.56
10022,2022-06-22,12,181.86,INV-69967,SKU-5000,Product 66,2182.32
10022,2022-07-15,3,138.26,INV-30651,SKU-4158,Product 41,414.78
10022,2022-08-30,9,154.59,INV-21319,SKU-5989,Product 13,1391.31
10022,2022-10-21,11,80.65,INV-16967,SKU-7661,Product 1,887.1500000000001
10022,2022-10-27,6,124.58,INV-32097,SKU-9167,Product 21,747.48
10022,2022-11-11,9,93.01,INV-17675,SKU-2867,Product 54,837.09
10022,2022-11-17,6,65.56,INV-60400,SKU-9407,Product 62,393.36
10022,2022-12-22,5,121.26,INV-27540,SKU-1988,Product 35,606.3000000000001
10023,2021-11-04,3,25.7,INV-73479,SKU-7098,Product 73,77.1
10023,2022-05-01,3,41.55,INV-46830,SKU-7892,Product 55,124.64999999999999
10023,2022-11-04,3,30.7,INV-34871,SKU-2426,Product 54,92.1
10024,2021-05-22,3,36.62,INV-40232,SKU-8312,Product 47,109.85999999999999
10024,2021-12-08,2,40.2,INV-18628,SKU-7334,Product 19,80.4
10024,2022-04-20,3,31.11,INV-43062,SKU-7097,Product 13,93.33
10024,2022-05-06,1,40.12,INV-51435,SKU-9520,Product 77,40.12
10025,2021-04-19,1,52.8,INV-13088,SKU-7281,Product 12,52.8
10026,2021-01-12,10,191.73,INV-34014,SKU-2777,Product 25,1917.3
10026,2021-01-21,6,56.29,INV-61241,SKU-5191,Product 96,337.74
10026,2021-01-25,5,209.62,INV-56715,SKU-4273,Product 82,1048.1
10026,2021-01-25,10,174.0,INV-80285,SKU-6045,Product 80,1740.0
10026,2021-03-23,11,90.65,INV-97189,SKU-8717,Product 2,997.1500000000001
10026,2021-03-31,3,95.13,INV-80791,SKU-3019,Product 55,285.39
10026,2021-04-10,5,138.35,INV-94814,SKU-8203,Product 55,691.75
10026,2021-04-21,9,74.46,INV-69930,SKU-6903,Product 91,670.14
10026,2021-04-23,11,162.82,INV-80739,SKU-6134,Product 99,1791.02
10026,2021-05-02,3,140.17,INV-14711,SKU-3457,Product 10,420.51
10026,2021-06-05,4,144.6,INV-47420,SKU-7792,Product 32,578.4
10026,2021-07-18,5,138.57,INV-25986,SKU-3345,Product 16,692.8499999999999
10026,2021-07-20,10,145.78,INV-39605,SKU-5053,Product 66,1457.8
10026,2021-08-14,14,143.85,INV-49833,SKU-2870,Product 14,2013.8999999999999
10026,2021-08-17,3,98.55,INV-77583,SKU-3886,Product 69,295.65
10026,2021-09-15,11,156.14,INV-85450,SKU-6873,Product 75,1717.54
10026,2021-09-17,11,191.46,INV-76669,SKU-5238,Product 11,2106.06
10026,2021-10-19,8,115.29,INV-40429,SKU-6797,Product 91,922.32
10026,2021-10-23,6,115.69,INV-56418,SKU-7858,Product 4,694.14
10026,2021-11-27,10,173.2,INV-81466,SKU-6402,Product 32,1732.0
10026,2021-12-25,14,127.58,INV-26938,SKU-4393,Product 15,1786.12
10026,2022-01-07,9,118.25,INV-73627,SKU-1892,Product 76,1064.25
10026,2022-01-25,11,229.99,INV-64703,SKU-3946,Product 16,2529.8900000000003
10026,2022-02-09,6,73.11,INV-40908,SKU-3824,Product 86,438.65999999999997
10026,2022-03-13,12,143.21,INV-94989,SKU-8666,Product 35,1718.52
10026,2022-03-28,10,200.28,INV-33665,SKU-2555,Product 15,2002.8
10026,2022-04-25,4,155.24,INV-58484,SKU-6961,Product 22,620.96
10026,2022-05-07,14,52.71,INV-25973,SKU-8166,Product 97,737.94
10026,2022-06-24,10,204.32,INV-97008,SKU-6479,Product 75,2043.1999999999998
10026,2022-07-14,8,145.41,INV-89380,SKU-1645,Product 96,1163.28
10026,2022-07-16,11,56.54,INV-21772,SKU-8465,Product 13,621.9399999999999
10026,2022-08-29,8,179.77,INV-63750,SKU-6817,Product 1,1438.16
10026,2022-09-07,7,129.15,INV-55441,SKU-7615,Product 51,904.0500000000001
10026,2022-09-19,12,64.78,INV-13956,SKU-7553,Product 86,777.36
10026,2022-09-21,14,68.75,INV-89722,SKU-9549,Product 2,962.5
10026,2022-09-29,7,80.48,INV-98365,SKU-4837,Product 15,563.36
10026,2022-10-21,14,101.82,INV-27610,SKU-2284,Product 50,1425.48
10026,2022-11-03,11,131.49,INV-21117,SKU-6506,Product 9,1446.39
10026,2022-12-27,11,170.25,INV-11899,SKU-3034,Product 32,1872.75
10027,2021-01-29,3,50.97,INV-51876,SKU-7236,Product 24,152.91
10027,2022-03-28,1,39.6,INV-31376,SKU-7206,Product 12,39.6
10027,2022-11-12,1,56.06,INV-62404,SKU-8558,Product 65,56.06
10028,2021-01-03,7,79.64,INV-77598,SKU-5321,Product 41,557.48
10028,2021-08-31,3,78.12,INV-41212,SKU-8849,Product 22,234.36
10028,2022-01-26,2,89.21,INV-95176,SKU-4244,Product 11,178.42
10028,2022-06-05,5,62.85,INV-59875,SKU-1569,Product 92,314.25
10028,2022-12-08,7,68.79,INV-61887,SKU-4455,Product 42,481.53000000000003
10029,2021-06-02,1,29.36,INV-65214,SKU-4079,Product 31,29.36
10029,2022-10-21,4,25.09,INV-50527,SKU-1281,Product 35,100.36
10029,2022-12-11,3,38.68,INV-40134,SKU-4266,Product 9,116.03999999999999
10030,2021-01-13,1,33.56,INV-87059,SKU-2074,Product 5,33.56
10030,2021-02-19,4,28.16,INV-52722,SKU-7176,Product 86,112.64
10030,2021-03-27,4,26.21,INV-73140,SKU-3060,Product 62,104.84
10030,2021-07-01,4,13.35,INV-44111,SKU-8398,Product 50,53.4
10030,2021-12-03,2,12.35,INV-72375,SKU-4662,Product 74,24.7
10030,2022-03-28,2,19.09,INV-35757,SKU-4018,Product 68,38.18
10030,2022-09-22,4,19.04,INV-82359,SKU-3591,Product 93,76.16
10030,2022-11-01,2,38.47,INV-44612,SKU-4611,Product 26,76.94
10031,2022-05-05,3,40.78,INV-45502,SKU-8304,Product 82,122.34
10031,2022-08-20,4,31.18,INV-52531,SKU-8727,Product 85,124.72
10031,2022-12-13,3,36.05,INV-52591,SKU-1057,Product 56,108.14999999999999
